,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,City_State,City
14587,2019,5,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",249,32,7.61,1,7.37,0,16.02,5,1,2329,457,58,397,0,1417,"Baltimore, MD",Baltimore
14593,2019,5,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",354,55,15.51,1.23,15.11,0,23.16,2,0,4495,1395,391,1038,0,1671,"Cleveland, OH",Cleveland
14594,2019,5,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",261,51,13.81,0,13.14,0,24.05,8,0,4031,1099,0,878,0,2054,"Charlotte, NC",Charlotte
14595,2019,5,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",44,2,0,0,1.2,0,0.8,0,0,70,0,0,30,0,40,"Columbus, OH",Columbus
14597,2019,5,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1255,208,29.05,5.96,48.38,0,124.61,17,1,16751,2683,794,2243,0,11031,"Cincinnati, OH",Cincinnati
14599,2019,5,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",144,16,4.9,0.74,5.46,0,4.91,2,0,996,330,98,390,0,178,"Washington, DC",Washington
14600,2019,5,9E,Endeavor Air Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",280,70,14.05,0.95,42.7,0,12.3,2,8,6796,1078,56,4693,0,969,"Dallas/Fort Worth, TX",Dallas/Fort Worth
14602,2019,5,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1359,166,38.51,6.52,45.03,0,75.94,1,0,10741,3452,415,2362,0,4512,"Detroit, MI",Detroit
14605,2019,5,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",196,74,4.21,2,58.74,0,9.05,5,0,5372,269,105,3914,0,1084,"Newark, NJ",Newark
14616,2019,5,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",117,16,2.25,0.73,7.16,0,5.86,1,0,1281,125,119,538,0,499,"Washington, DC",Washington
14617,2019,5,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",69,20,3.57,1.04,12.46,0,2.94,0,0,945,209,78,390,0,268,"Houston, TX",Houston
14618,2019,5,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",206,26,12.07,0.71,4.51,0,8.71,1,0,1699,774,117,309,0,499,"Indianapolis, IN",Indianapolis
14620,2019,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1871,320,40.7,9.83,167.61,0,101.86,40,1,27554,4185,672,13574,0,9123,"New York, NY",New York
14623,2019,5,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",1815,390,42.39,12.5,237.36,0,97.74,46,5,32387,3406,1826,18971,0,8184,"New York, NY",New York
14626,2019,5,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",126,25,6.82,0,8.72,0,9.45,3,1,1730,270,0,499,0,961,"Kansas City, MO",Kansas City
14630,2019,5,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Milwaukee, WI",Milwaukee
14633,2019,5,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1122,131,27.53,10.33,29.08,0,64.05,6,0,11992,2712,1014,1898,0,6368,"Minneapolis, MN",Minneapolis
14636,2019,5,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",250,53,10.66,1.67,27.04,0,13.64,8,1,3519,553,105,1854,0,1007,"Chicago, IL",Chicago
14639,2019,5,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",217,54,10.27,2,28.29,0,13.44,4,0,3902,707,88,2056,0,1051,"Philadelphia, PA",Philadelphia
14640,2019,5,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",394,51,17.61,0.52,13.4,0,19.47,6,0,3788,1118,83,817,0,1770,"Pittsburgh, PA",Pittsburgh
14642,2019,5,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",558,89,10.99,2.33,33.02,0,42.66,6,0,6223,968,226,1837,0,3192,"Raleigh/Durham, NC",Raleigh/Durham
14647,2019,5,9E,Endeavor Air Inc.,SAT,"San Antonio, TX: San Antonio International",82,16,3.77,0,8.91,0,3.31,0,1,654,197,0,222,0,235,"San Antonio, TX",San Antonio
14652,2019,5,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",108,19,6.25,1.79,4.88,0,6.08,4,0,1150,460,50,257,0,383,"St. Louis, MO",St. Louis
14662,2019,5,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1157,291,88.87,15.1,55.43,0,131.59,36,2,19049,5506,1740,2340,0,9463,"Atlanta, GA",Atlanta
14663,2019,5,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",911,288,112.01,10.38,76.84,1.04,87.72,41,5,18020,5755,1373,4509,44,6339,"Austin, TX",Austin
14665,2019,5,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",629,180,60.69,6,20.81,0.06,92.44,18,0,11812,3383,991,946,5,6487,"Nashville, TN",Nashville
14667,2019,5,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",2319,656,158.38,19.44,243.95,0.27,233.97,83,0,41744,9704,1764,12328,4,17944,"Boston, MA",Boston
14670,2019,5,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",530,169,61.89,4.12,40.71,0,62.29,15,2,11445,4069,469,1684,0,5223,"Baltimore, MD",Baltimore
14674,2019,5,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",260,60,24.08,3.23,8.54,0,24.15,11,0,3854,1557,309,310,0,1678,"Cleveland, OH",Cleveland
14675,2019,5,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8802,1693,494.91,64.21,371.64,3.5,758.74,279,18,131201,41840,6900,21406,153,60902,"Charlotte, NC",Charlotte
14676,2019,5,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",258,68,17.94,3.26,12.04,0,34.75,7,1,3866,1027,214,416,0,2209,"Columbus, OH",Columbus
14678,2019,5,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",95,28,10.36,3.52,2.34,0,11.78,5,0,2478,552,848,178,0,900,"Cincinnati, OH",Cincinnati
14679,2019,5,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2271,525,166.66,20.8,133.76,0.42,203.36,77,18,37748,10456,1880,7996,35,17381,"Washington, DC",Washington
14680,2019,5,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",849,278,96.85,14.36,75.28,0.25,91.26,28,0,16251,5194,1676,2994,5,6382,"Denver, CO",Denver
14681,2019,5,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13392,3714,802.22,175.56,1317.75,2.05,1416.42,716,75,329847,83637,23749,97283,92,125086,"Dallas/Fort Worth, TX",Dallas/Fort Worth
14683,2019,5,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",448,111,43.81,3.43,24.11,0,39.65,18,0,6170,2173,289,732,0,2976,"Detroit, MI",Detroit
14685,2019,5,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",692,277,48.34,9.98,144.88,0.39,73.4,21,7,20005,2875,1099,9347,7,6677,"Newark, NJ",Newark
14687,2019,5,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",506,157,54.08,7.88,34.91,0,60.13,8,1,9449,2972,1044,1267,0,4166,"Fort Lauderdale, FL",Fort Lauderdale
14692,2019,5,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",248,99,37.85,1.78,27.49,0,31.89,4,0,7258,2603,101,1074,0,3480,"Honolulu, HI",Honolulu
14693,2019,5,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",146,48,17.57,3.82,6.85,0,19.75,5,0,3018,1118,274,304,0,1322,"Washington, DC",Washington
14694,2019,5,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",734,232,69.04,11.12,82.4,0,69.44,46,2,16865,4840,1668,4563,0,5794,"Houston, TX",Houston
14697,2019,5,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",369,98,37.24,3.55,15.1,0,42.11,12,1,6088,1963,449,658,0,3018,"Indianapolis, IN",Indianapolis
14700,2019,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1277,310,112.83,11.33,95.96,0.13,89.74,18,0,22240,6786,1259,6366,2,7827,"New York, NY",New York
14702,2019,5,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1228,434,136.96,15.87,120.09,1.23,159.85,32,6,26234,8302,1599,4985,88,11260,"Las Vegas, NV",Las Vegas
14703,2019,5,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3502,854,273.77,37.61,253.63,0.93,288.07,90,4,65322,22919,4054,10843,31,27475,"Los Angeles, CA",Los Angeles
14704,2019,5,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",2197,645,147.27,24.1,281.88,0.02,191.73,128,19,44935,9487,3436,16881,2,15129,"New York, NY",New York
14708,2019,5,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",445,124,41.68,9.79,22.04,0,50.49,17,2,8891,3026,1335,986,0,3544,"Kansas City, MO",Kansas City
14709,2019,5,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1541,378,135.31,17.4,84.84,1.61,138.85,43,4,27014,8263,2229,4157,54,12311,"Orlando, FL",Orlando
14713,2019,5,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4075,745,246.06,30.68,185.51,1.28,281.48,67,13,57052,19739,3117,10316,25,23855,"Miami, FL",Miami
14714,2019,5,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",173,40,14.99,1.58,2.14,0,21.29,7,0,2513,775,347,86,0,1305,"Milwaukee, WI",Milwaukee
14715,2019,5,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",578,151,50.21,5.11,27.03,0,68.64,17,0,9606,2851,585,956,0,5214,"Minneapolis, MN",Minneapolis
14716,2019,5,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",638,208,55.15,8.51,48.07,0.09,96.18,18,0,13756,3374,1197,2811,5,6369,"New Orleans, LA",New Orleans
14718,2019,5,AA,American Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",69,17,5.11,0,4.96,0,6.93,1,0,671,159,0,133,0,379,"Oakland, CA",Oakland
14723,2019,5,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5485,1296,298.42,58.18,473.19,2.13,464.08,134,20,99404,24129,8580,31606,125,34964,"Chicago, IL",Chicago
